modelo,k_features,fold,macro_f1,balanced_accuracy,recall_alta,f1_alta,recall_baja,f1_baja,recall_media,f1_media
MLP,60,F1,0.3272959581631232,0.3291346646185356,0.18095238095238095,0.2087912087912088,0.4731182795698925,0.44783715012722647,0.3333333333333333,0.32525951557093424
MLP,60,F2,0.35403246353633827,0.3596911413387938,0.35658914728682173,0.33212996389891697,0.4583333333333333,0.42996742671009774,0.2641509433962264,0.3
MLP,60,F3,0.36123437930693464,0.3684535822119715,0.3986013986013986,0.3877551020408163,0.4785714285714286,0.43934426229508194,0.22818791946308725,0.25660377358490566
MLP,60,F4,0.36325914385762315,0.3739727359330747,0.5776699029126213,0.4897119341563786,0.324468085106383,0.33516483516483514,0.21978021978021978,0.26490066225165565
MLP,80,F1,0.29240089973239364,0.29591245329062765,0.13333333333333333,0.15384615384615385,0.41397849462365593,0.3979328165374677,0.3404255319148936,0.3254237288135593
MLP,80,F2,0.35971022406424186,0.3632288771878504,0.35658914728682173,0.3445692883895131,0.4375,0.41042345276872966,0.29559748427672955,0.32413793103448274
MLP,80,F3,0.33920008718395817,0.34091110232049826,0.26573426573426573,0.3064516129032258,0.42142857142857143,0.39864864864864863,0.33557046979865773,0.3125
MLP,80,F4,0.38531696197921633,0.3876948122455249,0.5048543689320388,0.47165532879818595,0.3670212765957447,0.3770491803278688,0.29120879120879123,0.3072463768115942
MLP,100,F1,0.33146643272693693,0.33473107385255635,0.20952380952380953,0.22448979591836735,0.532258064516129,0.4852941176470588,0.2624113475177305,0.2846153846153846
MLP,100,F2,0.3251503363852139,0.33192859928818685,0.32558139534883723,0.32061068702290074,0.4375,0.38769230769230767,0.23270440251572327,0.26714801444043323
MLP,100,F3,0.3271969799056828,0.33062016283492796,0.32167832167832167,0.35384615384615387,0.42857142857142855,0.3715170278637771,0.24161073825503357,0.25622775800711745
MLP,100,F4,0.3418931922476504,0.35059999561135685,0.5194174757281553,0.4682713347921225,0.35106382978723405,0.3492063492063492,0.1813186813186813,0.2082018927444795
MLP,120,F1,0.3033952279523669,0.30658125524288876,0.2,0.2028985507246377,0.3225806451612903,0.3448275862068966,0.3971631205673759,0.36245954692556637
MLP,120,F2,0.332768732935585,0.3362738286772951,0.3488372093023256,0.3409090909090909,0.3958333333333333,0.36774193548387096,0.2641509433962264,0.2896551724137931
MLP,120,F3,0.3694414428734814,0.3710324351263949,0.32167832167832167,0.35797665369649806,0.4357142857142857,0.391025641025641,0.35570469798657717,0.3593220338983051
MLP,120,F4,0.3664624640449685,0.38767948982780637,0.6262135922330098,0.5058823529411764,0.3829787234042553,0.3829787234042553,0.15384615384615385,0.21052631578947367
MLP,150,F1,0.3557433881813985,0.3570676863744812,0.2761904761904762,0.27230046948356806,0.3978494623655914,0.42406876790830944,0.3971631205673759,0.3708609271523179
MLP,150,F2,0.30540529075011835,0.308562072383924,0.32558139534883723,0.2937062937062937,0.3611111111111111,0.3586206896551724,0.2389937106918239,0.2638888888888889
MLP,150,F3,0.3864055875681318,0.3878747650559731,0.3776223776223776,0.40298507462686567,0.45714285714285713,0.41830065359477125,0.3288590604026846,0.33793103448275863
MLP,150,F4,0.370898909857047,0.3715340123623536,0.46116504854368934,0.4481132075471698,0.34574468085106386,0.3551912568306011,0.3076923076923077,0.30939226519337015
MLP,192,F1,0.35092987050425317,0.3517676024882614,0.2761904761904762,0.26244343891402716,0.4032258064516129,0.42857142857142855,0.375886524822695,0.36177474402730375
MLP,192,F2,0.370310753409345,0.3712794354248939,0.37209302325581395,0.34285714285714286,0.3958333333333333,0.4014084507042254,0.34591194968553457,0.36666666666666664
MLP,192,F3,0.35200096246439827,0.35834076438103285,0.27972027972027974,0.31746031746031744,0.5,0.43613707165109034,0.2953020134228188,0.3024054982817869
MLP,192,F4,0.38569600109585406,0.3869710644653838,0.49029126213592233,0.4719626168224299,0.324468085106383,0.3436619718309859,0.34615384615384615,0.34146341463414637
